0.9120976;4.776785
0.7599238;4.247157
0.6970247;4.069998
0.002538905;1.915531
0.8582113;4.51016
0.2047066;2.611246
0.4231638;3.277823
0.5000707;3.491482
0.5179131;3.508598
0.7127114;4.186661
0.8230009;4.448824
0.6145098;3.870174
0.3672379;3.104609
0.5467944;3.602201
0.7627709;4.320151
0.7335158;4.181391
0.4209234;3.250645
0.4924539;3.448861
0.7181215;4.168604
0.7785056;4.328533
0.8834175;4.642666
0.9007576;4.649109
0.8170138;4.455513
0.8434892;4.556643
0.1366351;2.383064
0.002986816;1.982001
0.1760714;2.512865
0.04207269;2.063801
0.189457;2.564115
0.1614357;2.483443
0.383182;3.074595
0.6610719;3.951931
0.8747373;4.674925
0.4568325;3.441142
0.2369409;2.697516
0.05380844;2.136763
0.9136752;4.663881
0.1867939;2.56035
0.08978198;2.221784
0.8236588;4.474084
0.9309089;4.72506
0.5471141;3.613907
0.4427707;3.351946
0.8377987;4.487075
0.9903395;4.920164
0.907514;4.721776
0.4015337;3.217005
0.247244;2.722347
0.5306908;3.627349
0.6584604;3.950537
0.002675466;2.015069
0.6326976;3.910207
0.9649178;4.902515
0.08868923;2.322535
0.4362623;3.353503
0.2469755;2.788605
0.7806859;4.383706
0.3715878;3.133715
0.7325415;4.193011
0.771527;4.314313
0.2974065;2.912046
0.3197031;2.992894
0.8133749;4.430774
0.01916223;1.999576
0.1664013;2.523733
0.3622105;3.039578
0.3002534;2.997591
0.3664748;3.084689
0.9497908;4.80253
0.4079259;3.255477
0.7096233;4.156537
0.7841221;4.310754
0.774526;4.354408
0.672454;4.003736
0.3317923;3.042496
0.2691502;2.762231
0.5738092;3.834698
0.5916681;3.840099
0.8700228;4.554718
0.5115246;3.573531
0.9917997;4.993322
0.6591321;3.978102
0.6891177;4.080581
0.2589574;2.75845
0.1375275;2.378973
0.7664482;4.27169
0.8608186;4.536362
0.160231;2.443512
0.428297;3.316017
0.8929707;4.696965
0.5506056;3.684989
0.1490451;2.456718
0.5707245;3.708198
0.6583422;4.011029
0.5136274;3.578887
0.3238747;2.971178
0.2606558;2.725954
0.3007935;2.940872
0.6706601;4.029415
0.7021221;4.102111
